age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
32.0,Private,113838.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,Divorced,,Not-in-family,White,,,0.0,35.0,United-States,<=50K
,,79619.0,,,,,Husband,,,0.0,,,United-States,>50K
,Private,26668.0,Bachelors,13.0,Married-civ-spouse,,Wife,White,Female,0.0,,40.0,Puerto-Rico,<=50K
50.0,,,,,,,,,,,,,United-States,>50K
19.0,?,,,9.0,Never-married,?,Other-relative,White,Female,0.0,0.0,30.0,United-States,<=50K
37.0,,,,,,,,,,,,,United-States,>50K
42.0,Self-emp-not-inc,,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,52.0,United-States,>50K
,,,Bachelors,13.0,Never-married,,Not-in-family,White,Male,0.0,,,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
,,,,,,,,,,,,,United-States,<=50K
36.0,Private,,,3.0,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0.0,0.0,32.0,Mexico,<=50K
28.0,,,,,,,,,,,,,United-States,<=50K
21.0,,,,,,,,,,,,,United-States,<=50K
,,404868.0,,7.0,,,,,,0.0,1602.0,,United-States,<=50K
,,101383.0,,9.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,,United-States,>50K
78.0,,,,,,,,,,,,,United-States,<=50K
,,218136.0,Some-college,,Never-married,Handlers-cleaners,,Black,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),<=50K
48.0,Private,330470.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
20.0,,,,,,,,,,,,,Canada,<=50K
68.0,State-gov,235882.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,60.0,United-States,>50K
,,52187.0,,9.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,,United-States,<=50K
,,46401.0,,13.0,,,,,,0.0,0.0,,Germany,<=50K
37.0,?,111268.0,,11.0,Never-married,?,Own-child,White,Female,0.0,0.0,32.0,United-States,<=50K
,,176452.0,9th,,Married-spouse-absent,Craft-repair,,White,Male,0.0,0.0,50.0,?,>50K
32.0,,,Some-college,10.0,Never-married,Adm-clerical,,,Female,,0.0,50.0,United-States,<=50K
44.0,Private,266135.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
23.0,,,,,,,,,,,,,United-States,<=50K
45.0,Private,155664.0,,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,44.0,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,<=50K
,,29312.0,,10.0,Never-married,Handlers-cleaners,,,Male,,0.0,,United-States,<=50K
64.0,Private,285610.0,,7.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,,180060.0,,14.0,Never-married,Exec-managerial,,,Male,,0.0,,United-States,<=50K
47.0,Self-emp-not-inc,,,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
,,,,,,,,,,,,,United-States,>50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,Masters,14.0,,,,,,,,,United-States,<=50K
,,428251.0,,13.0,Never-married,Tech-support,,,Male,,0.0,,United-States,<=50K
,,32174.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
67.0,,,,,,,,,,,,,United-States,<=50K
,,64960.0,,11.0,,,,,,0.0,1902.0,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
47.0,Federal-gov,220269.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
,,,,,Divorced,,Not-in-family,White,,,0.0,50.0,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,268525.0,,13.0,Never-married,Adm-clerical,,,Male,,0.0,,United-States,<=50K
37.0,,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,45.0,United-States,>50K
,,,7th-8th,4.0,,,,,,,,,United-States,<=50K
29.0,,,,,,,,,,,,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,>50K
,,289960.0,,,,,Husband,,,0.0,,,United-States,<=50K
37.0,Private,94331.0,,8.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
,,224541.0,,,,,Husband,,,0.0,,,United-States,>50K
,,,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
,Private,196975.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,>50K
37.0,Self-emp-not-inc,,,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
,,,Some-college,10.0,,,,,,,,,United-States,>50K
61.0,,,,,,,,,,,,,United-States,>50K
,,138157.0,,,,,Husband,,,0.0,,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,?,<=50K
30.0,,,,,,,,,,,,,?,<=50K
26.0,Private,,,10.0,Never-married,Handlers-cleaners,Other-relative,Black,Male,0.0,0.0,40.0,?,<=50K
54.0,,,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,,,Male,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
30.0,,,,,,,,,,,,,United-States,<=50K
,,,Bachelors,13.0,Never-married,,Not-in-family,White,Male,0.0,,,United-States,<=50K
33.0,,,,,,,,,,,,,United-States,<=50K
,State-gov,162487.0,Bachelors,13.0,Never-married,,Not-in-family,White,Male,0.0,,20.0,?,<=50K
,,276840.0,12th,,Never-married,Other-service,,Black,Male,0.0,0.0,20.0,United-States,<=50K
26.0,Private,,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
54.0,,,HS-grad,9.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,40.0,United-States,<=50K
,Private,112271.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
42.0,,,,,,,,,,,,,United-States,>50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,189530.0,Some-college,,Never-married,Sales,,White,Male,0.0,0.0,35.0,United-States,<=50K
24.0,Private,,,4.0,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,32.0,El-Salvador,<=50K
,,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
,,111676.0,,10.0,Never-married,Other-service,,,Female,,0.0,,United-States,<=50K
51.0,Private,,,16.0,Divorced,Craft-repair,Not-in-family,White,Female,4787.0,0.0,60.0,United-States,>50K
,,169133.0,Some-college,,Widowed,Adm-clerical,,White,Female,0.0,0.0,30.0,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
,,,Masters,14.0,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,3464.0,,,?,<=50K
28.0,,,Some-college,10.0,Never-married,Handlers-cleaners,,,Male,,0.0,40.0,United-States,<=50K
,,35595.0,,13.0,Never-married,Adm-clerical,,,Male,,0.0,,United-States,<=50K
,Federal-gov,45937.0,Bachelors,13.0,Married-civ-spouse,,Wife,White,Female,0.0,,48.0,United-States,>50K
,,,,,Never-married,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,,,,Never-married,,Not-in-family,White,,,0.0,50.0,United-States,<=50K
,,,HS-grad,9.0,Never-married,,Own-child,White,Male,0.0,,,United-States,<=50K
,,154940.0,,14.0,Never-married,Prof-specialty,,,Female,,0.0,,United-States,>50K
,,44013.0,,9.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,,United-States,<=50K
21.0,,,Some-college,10.0,Never-married,Other-service,,,Male,,0.0,40.0,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,Asian-Pac-Islander,,,1902.0,40.0,Taiwan,>50K
,,100154.0,,5.0,Married-civ-spouse,Other-service,,,Male,,0.0,,El-Salvador,<=50K
,,,9th,5.0,,,,,,,,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,350498.0,,10.0,Married-civ-spouse,Sales,,,Male,,0.0,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
21.0,Private,206891.0,,4.0,Never-married,Farming-fishing,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
38.0,Private,185203.0,,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
,,,,,Divorced,,Unmarried,White,,,0.0,35.0,United-States,<=50K
27.0,Private,107812.0,,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,,94391.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
,,413227.0,,13.0,,,,,,0.0,0.0,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,117028.0,,7.0,,,,,,0.0,0.0,,Poland,<=50K
,,162432.0,,,,,Not-in-family,,,0.0,,,United-States,<=50K
,,31924.0,Some-college,,Widowed,Other-service,,White,Female,2964.0,0.0,41.0,United-States,<=50K
,,345450.0,,4.0,,,,,,0.0,0.0,,United-States,<=50K
,,288353.0,,13.0,,,,,,0.0,0.0,,United-States,>50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,,,,,,,,,,,?,<=50K
40.0,,,11th,7.0,Divorced,Transport-moving,,,Female,,0.0,52.0,United-States,<=50K
25.0,Private,306908.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
,,,Prof-school,15.0,,,,,,,,,United-States,<=50K
,Private,59313.0,Some-college,10.0,Separated,,Not-in-family,Black,Male,0.0,,40.0,?,<=50K
,,281792.0,Bachelors,,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,>50K
17.0,Private,,,5.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
36.0,,,,,,,,,,,,,Mexico,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,,,,Never-married,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
35.0,,,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,50.0,United-States,>50K
,,223548.0,,4.0,Married-civ-spouse,Handlers-cleaners,,,Male,,0.0,,Mexico,<=50K
,,,,,,,,,,,,,United-States,<=50K
62.0,,,Doctorate,16.0,Divorced,Prof-specialty,,,Male,,0.0,50.0,United-States,>50K
,,,,,Married-civ-spouse,,Wife,White,,,0.0,42.0,Canada,>50K
,,,,,Widowed,,Not-in-family,White,,,0.0,20.0,United-States,<=50K
70.0,,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,,Male,,0.0,20.0,Cuba,<=50K
36.0,,,,,,,,,,,,,Mexico,<=50K
,,228577.0,,9.0,Never-married,Craft-repair,,,Male,,0.0,,United-States,<=50K
,,287306.0,,,,,Husband,,,0.0,,,United-States,>50K
,,,,,Never-married,,Not-in-family,White,,,0.0,20.0,United-States,<=50K
28.0,Private,216178.0,,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,,,Separated,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
18.0,Local-gov,,,7.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,25.0,United-States,<=50K
39.0,Private,,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Federal-gov,117963.0,,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,38.0,United-States,<=50K
,,111746.0,HS-grad,,Never-married,Protective-serv,,White,Male,0.0,0.0,48.0,United-States,<=50K
26.0,,,,,,,,,,,,,United-States,<=50K
,Self-emp-inc,121912.0,Bachelors,13.0,Divorced,,Not-in-family,White,Male,0.0,,50.0,United-States,>50K
32.0,Private,,,12.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,?,<=50K
,,,Some-college,10.0,Never-married,,Not-in-family,White,Female,0.0,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,40.0,United-States,<=50K
,,121942.0,,,,,Husband,,,0.0,,,United-States,<=50K
35.0,Private,,,8.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
,,244813.0,Prof-school,,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,38.0,United-States,>50K
45.0,Self-emp-not-inc,222374.0,,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,,,,,Married-civ-spouse,,Wife,White,,,0.0,40.0,United-States,>50K
,,,,,,,,,,,,,United-States,>50K
,,,,,,,,,,,,,China,<=50K
,,,,,,,,,,,,,?,>50K
,,,,,,,,,,,,,United-States,<=50K
,,352465.0,,,,,Husband,,,15024.0,,,United-States,>50K
,,209320.0,,,,,Husband,,,0.0,,,United-States,>50K
,,,Some-college,10.0,Separated,,Not-in-family,White,Female,0.0,,,United-States,<=50K
,,257588.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
34.0,,,HS-grad,9.0,Never-married,Protective-serv,,,Male,,0.0,40.0,United-States,<=50K
,Private,214169.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,>50K
37.0,,,,,,,,,,,,,United-States,<=50K
,,351161.0,,9.0,Married-civ-spouse,Sales,,,Male,,1848.0,,United-States,>50K
,Private,203628.0,Masters,14.0,Never-married,,Not-in-family,White,Male,0.0,,60.0,United-States,>50K
53.0,,,,,,,,,,,,,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,,HS-grad,9.0,,,,,,,,,United-States,<=50K
,,157332.0,,11.0,Divorced,Tech-support,,,Female,,0.0,,United-States,<=50K
,?,219941.0,Some-college,10.0,Never-married,,Own-child,Black,Male,0.0,,40.0,United-States,<=50K
,Private,141742.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,9386.0,,50.0,United-States,>50K
,,345712.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
,,328239.0,,,,,Own-child,,,0.0,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,60.0,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,40.0,United-States,>50K
,,280071.0,Some-college,,Never-married,Machine-op-inspct,,White,Male,0.0,0.0,50.0,United-States,<=50K
23.0,Private,287681.0,,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,Columbia,<=50K
,Private,226668.0,Assoc-voc,11.0,Never-married,,Not-in-family,Other,Male,0.0,,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,155434.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
,,,,,,,,,,,,,India,<=50K
41.0,Private,,,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
48.0,?,151584.0,,10.0,Never-married,?,Not-in-family,White,Male,8614.0,0.0,60.0,United-States,>50K
,,101795.0,,9.0,,,,,,0.0,0.0,,United-States,<=50K
44.0,,,,,,,,,,,,,United-States,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,50.0,United-States,>50K
48.0,,,Some-college,10.0,Never-married,Adm-clerical,,,Male,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,India,<=50K
,,,,,Married-civ-spouse,,Husband,White,,,0.0,40.0,United-States,>50K
45.0,State-gov,,,14.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,?,<=50K
,,,,,Never-married,,Own-child,White,,,0.0,30.0,United-States,<=50K
,,159732.0,,9.0,Widowed,Transport-moving,,,Male,,0.0,,United-States,<=50K
43.0,,,Assoc-voc,11.0,Divorced,Exec-managerial,,,Male,,0.0,25.0,United-States,<=50K
25.0,Private,215188.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
,,80333.0,HS-grad,,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Private,,,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,,,Assoc-acdm,12.0,Divorced,Adm-clerical,,,Female,,0.0,40.0,United-States,<=50K
25.0,,,,,,,,,,,,,United-States,<=50K
41.0,,,,,,,,,,,,,United-States,<=50K
,,124971.0,HS-grad,,Never-married,Craft-repair,,White,Male,0.0,0.0,45.0,United-States,<=50K
,,,,,Married-civ-spouse,,Wife,Black,,,0.0,40.0,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
,,163519.0,,13.0,,,,,,0.0,0.0,,United-States,<=50K
,,,Bachelors,13.0,,,,,,,,,United-States,>50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,Other,Male,0.0,,,United-States,<=50K
17.0,Private,,,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
43.0,Private,102895.0,,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
63.0,?,,,5.0,Married-civ-spouse,?,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K
,Private,120998.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,,20.0,United-States,<=50K
,,188343.0,,,,,Unmarried,,,0.0,,,United-States,<=50K
,Private,203710.0,Bachelors,13.0,Never-married,,Not-in-family,White,Male,0.0,,40.0,United-States,<=50K
,,167482.0,,13.0,,,,,,0.0,0.0,,United-States,>50K
,,388672.0,Assoc-voc,,Married-civ-spouse,Craft-repair,,White,Male,0.0,0.0,60.0,United-States,<=50K
,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,<=50K
,,,,,Never-married,,Not-in-family,White,,,0.0,40.0,United-States,<=50K
,,164190.0,,13.0,,,,,,0.0,2258.0,,United-States,<=50K
,,,,,,,,,,,,,United-States,<=50K
