age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
20,Local-gov,312427,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,Puerto-Rico,<=50K
60,State-gov,97030,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,Private,118399,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,165474,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
30,Private,161153,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
21,State-gov,38251,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K
22,Private,127185,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
82,Self-emp-inc,220667,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,414721,11th,7,Never-married,Other-service,Own-child,Black,Male,0,1602,23,United-States,<=50K
52,Private,61735,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
27,State-gov,280618,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,188798,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
75,Private,104896,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2653,0,20,United-States,<=50K
76,?,84755,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
57,Private,170411,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
39,Private,141029,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
22,Private,103805,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,36,United-States,<=50K
63,Self-emp-not-inc,326903,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
42,Private,261929,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
18,Private,180039,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
59,Private,214865,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
65,Private,80174,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,United-States,<=50K
49,Private,141944,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1380,42,United-States,<=50K
31,State-gov,203488,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,311350,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
42,Private,54202,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,50,United-States,>50K
34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
29,Local-gov,214385,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K
21,Private,234640,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,47,United-States,<=50K
26,State-gov,147719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K
48,Private,109814,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
26,Private,53833,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Private,427055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Mexico,<=50K
37,Local-gov,44694,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
25,Private,125159,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica,<=50K
39,Self-emp-not-inc,251323,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,40,Cuba,<=50K
50,Private,125417,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K
64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
68,?,140282,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
26,Federal-gov,352768,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,338611,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Federal-gov,118701,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,Private,181916,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,91141,10th,6,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,<=50K
33,Local-gov,557359,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
29,Private,200511,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
56,Private,318450,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,>50K
26,Private,154966,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
49,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
51,Private,332243,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Self-emp-inc,148532,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
46,Private,132919,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,12,United-States,>50K
32,Private,113838,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,324960,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
43,?,35523,Assoc-acdm,12,Divorced,?,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,79619,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
24,Private,26668,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Puerto-Rico,<=50K
50,?,146015,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
19,?,61855,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,30,United-States,<=50K
37,Self-emp-not-inc,114719,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
42,Self-emp-not-inc,165815,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
26,State-gov,208122,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States,<=50K
55,Private,121912,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,>50K
19,State-gov,136848,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,<=50K
36,Private,227615,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,32,Mexico,<=50K
28,Private,191088,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1741,52,United-States,<=50K
21,?,155697,9th,5,Never-married,?,Own-child,White,Male,0,0,42,United-States,<=50K
18,Private,404868,11th,7,Never-married,Sales,Own-child,Black,Female,0,1602,20,United-States,<=50K
43,State-gov,101383,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
78,Private,163140,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
25,Private,218136,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
48,Private,330470,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
20,Private,22966,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,12,Canada,<=50K
68,State-gov,235882,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,>50K
39,Self-emp-not-inc,52187,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,46401,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,20,Germany,<=50K
37,?,111268,Assoc-voc,11,Never-married,?,Own-child,White,Female,0,0,32,United-States,<=50K
43,Private,176452,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,50,?,>50K
32,Private,115631,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,50,United-States,<=50K
44,Private,266135,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
23,Private,245302,Some-college,10,Divorced,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
45,Private,155664,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
61,Private,162432,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,29312,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
64,Private,285610,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,180060,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,6849,0,90,United-States,<=50K
47,Self-emp-not-inc,192755,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,20,United-States,>50K
36,Private,206521,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
42,Private,68469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,265698,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,428251,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
34,State-gov,32174,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,?,209137,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,64960,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,<=50K
43,Private,133584,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,220269,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
44,Local-gov,263871,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
51,Private,189551,HS-grad,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
24,Private,268525,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
72,Self-emp-not-inc,28865,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,<=50K
29,Private,247445,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
67,?,102693,HS-grad,9,Widowed,?,Not-in-family,White,Male,1086,0,35,United-States,<=50K
35,Private,154410,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29,Private,289960,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
37,Private,94331,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,224541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
51,Private,79324,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,196975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Self-emp-not-inc,181553,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
44,Private,165492,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
62,Private,138157,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,296982,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,?,<=50K
30,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K
26,Private,227489,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,?,<=50K
54,Private,133403,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,186408,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1055,0,40,United-States,<=50K
30,Private,149787,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,334277,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,Private,104509,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
26,State-gov,162487,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,?,<=50K
21,Local-gov,276840,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
26,Private,233777,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
54,Private,168621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,112271,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,154076,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
37,Self-emp-not-inc,29054,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,189530,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
24,Private,213902,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,32,El-Salvador,<=50K
41,Federal-gov,510072,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,Private,111676,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,142717,Doctorate,16,Divorced,Craft-repair,Not-in-family,White,Female,4787,0,60,United-States,>50K
76,Local-gov,169133,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,277434,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
39,?,157443,Masters,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,3464,0,40,?,<=50K
28,Private,23324,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,35595,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Federal-gov,45937,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States,>50K
20,Private,72055,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Local-gov,117789,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
26,Private,340126,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
47,Local-gov,154940,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
62,Private,44013,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,322144,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,161637,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K
32,Private,100154,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,<=50K
35,Self-emp-not-inc,454915,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,375114,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Private,350498,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,28,United-States,<=50K
33,Self-emp-inc,196963,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
21,Private,206891,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Female,0,0,38,United-States,<=50K
38,Private,185203,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
56,Private,269681,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,35,United-States,<=50K
27,Private,107812,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,94391,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,206046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K
29,Private,413227,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
25,Local-gov,250770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,117028,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,Poland,<=50K
61,Private,162432,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Local-gov,31924,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2964,0,41,United-States,<=50K
50,Private,345450,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
53,Private,288353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,207789,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K
27,Local-gov,204098,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K
33,Self-emp-not-inc,182926,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,?,<=50K
40,State-gov,456110,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,52,United-States,<=50K
25,Private,306908,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
57,Self-emp-not-inc,315460,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,<=50K
37,Private,59313,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K
58,Private,281792,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Private,95875,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
36,Private,301614,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Mexico,<=50K
25,Private,176756,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,136343,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,158592,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,50,United-States,>50K
42,Private,223548,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,Mexico,<=50K
48,Private,129974,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,195343,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,15020,0,50,United-States,>50K
33,Private,101345,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,Canada,>50K
73,Private,39212,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
70,Private,280307,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Cuba,<=50K
36,Private,274106,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,Mexico,<=50K
19,Private,228577,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,36,United-States,<=50K
41,Private,287306,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
31,Private,328118,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
28,Private,216178,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
57,?,274680,Preschool,1,Separated,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,120837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,United-States,<=50K
18,Local-gov,153405,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,25,United-States,<=50K
39,Private,193689,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
